fecha,Estación,Precipitación
2010-12-11,Tabossi - Municipalidad,---mm
2010-12-11,Viale - Comisaría,---mm
2010-12-11,Villa Fontana - Comisaría,---mm
2010-12-11,Villa Urquiza - Comisaría,---mm
2010-12-12,Arroyo María - Nidia Faez,8mm
2010-12-12,Cerrito - Comisaría,13mm
2010-12-12,Curtiembre - Destacamento,---mm
2010-12-12,El Espinillo,11mm
2010-12-12,Engenfeld,---mm
2010-12-12,Hasenkamp - Comisaría,12mm
2010-12-12,Hernandarias - Comisaría,---mm
2010-12-12,La Picada,7mm
2010-12-12,Paraná - Escuela de Policía,---mm
2010-12-12,Pueblo Bellocq - Destacamento Las Garzas,---mm
2010-12-12,Pueblo Brugo - Comisaría,---mm
2010-12-12,Quebracho - El Ramblón,15mm
2010-12-12,Seguí - Comisaría,7mm
2010-12-12,Tabossi - Municipalidad,6mm
2010-12-12,Viale - Comisaría,15mm
2010-12-12,Villa Fontana - Comisaría,---mm
2010-12-12,Villa Urquiza - Comisaría,13mm
2010-12-18,Arroyo María - Nidia Faez,---mm
2010-12-18,Cerrito - Comisaría,15mm
2010-12-18,Curtiembre - Destacamento,15mm
2010-12-18,El Espinillo,15mm
2010-12-18,Engenfeld,12mm
2010-12-18,Hasenkamp - Comisaría,18mm
2010-12-18,Hernandarias - Comisaría,5mm
2010-12-18,La Picada,24mm
2010-12-18,Paraná - Escuela de Policía,18mm
2010-12-18,Pueblo Bellocq - Destacamento Las Garzas,---mm
2010-12-18,Pueblo Brugo - Comisaría,13mm
2010-12-18,Quebracho - El Ramblón,22mm
2010-12-18,Seguí - Comisaría,33mm
2010-12-18,Tabossi - Municipalidad,27mm
2010-12-18,Viale - Comisaría,25mm
2010-12-18,Villa Fontana - Comisaría,18mm
2010-12-18,Villa Urquiza - Comisaría,13mm
2010-12-19,Arroyo María - Nidia Faez,---mm
2010-12-19,Cerrito - Comisaría,24mm
2010-12-19,Curtiembre - Destacamento,23mm
2010-12-19,El Espinillo,22mm
2010-12-19,Engenfeld,25mm
2010-12-19,Hasenkamp - Comisaría,28mm
2010-12-19,Hernandarias - Comisaría,23mm
2010-12-19,La Picada,30mm
2010-12-19,Paraná - Escuela de Policía,18mm
2010-12-19,Pueblo Bellocq - Destacamento Las Garzas,---mm
2010-12-19,Pueblo Brugo - Comisaría,23mm
2010-12-19,Quebracho - El Ramblón,22mm
2010-12-19,Seguí - Comisaría,21mm
2010-12-19,Tabossi - Municipalidad,21mm
2010-12-19,Viale - Comisaría,35mm
2010-12-19,Villa Fontana - Comisaría,21mm
2010-12-19,Villa Urquiza - Comisaría,41mm
2011-01-25,Arroyo María - Nidia Faez,---mm
2011-01-25,Cerrito - Comisaría,20mm
2011-01-25,Curtiembre - Destacamento,---mm
2011-01-25,El Espinillo,16mm
2011-01-25,Engenfeld,---mm
2011-01-25,Hasenkamp - Comisaría,9mm
2011-01-25,Hernandarias - Comisaría,11mm
2011-01-25,La Picada,38mm
2011-01-25,Paraná - Escuela de Policía,23mm
2011-01-25,Pueblo Bellocq - Destacamento Las Garzas,---mm
2011-01-25,Pueblo Brugo - Comisaría,15mm
2011-01-25,Quebracho - El Ramblón,---mm
2011-01-25,Seguí - Comisaría,42mm
2011-01-25,Tabossi - Municipalidad,19mm
2011-01-25,Viale - Comisaría,10mm
2011-01-25,Villa Fontana - Comisaría,---mm
2011-01-25,Villa Urquiza - Comisaría,15mm
2011-01-27,Arroyo María - Nidia Faez,---mm
2011-01-27,Cerrito - Comisaría,---mm
2011-01-27,Curtiembre - Destacamento,---mm
2011-01-27,El Espinillo,---mm
2011-01-27,Engenfeld,---mm
2011-01-27,Hasenkamp - Comisaría,---mm
2011-01-27,Hernandarias - Comisaría,---mm
2011-01-27,La Picada,---mm
2011-01-27,Paraná - Escuela de Policía,---mm
2011-01-27,Pueblo Bellocq - Destacamento Las Garzas,---mm
2011-01-27,Pueblo Brugo - Comisaría,---mm
2011-01-27,Quebracho - El Ramblón,---mm
2011-01-27,Seguí - Comisaría,---mm
2011-01-27,Tabossi - Municipalidad,---mm
2011-01-27,Viale - Comisaría,---mm
2011-01-27,Villa Fontana - Comisaría,---mm
2011-01-27,Villa Urquiza - Comisaría,---mm
2011-01-28,Arroyo María - Nidia Faez,---mm
2011-01-28,Cerrito - Comisaría,5mm
2011-01-28,Curtiembre - Destacamento,4mm
2011-01-28,El Espinillo,5mm
2011-01-28,Engenfeld,---mm
2011-01-28,Hasenkamp - Comisaría,---mm
2011-01-28,Hernandarias - Comisaría,---mm
2011-01-28,La Picada,5mm
2011-01-28,Paraná - Escuela de Policía,8mm
2011-01-28,Pueblo Bellocq - Destacamento Las Garzas,---mm
2011-01-28,Pueblo Brugo - Comisaría,---mm
2011-01-28,Quebracho - El Ramblón,3mm
2011-01-28,Seguí - Comisaría,---mm
2011-01-28,Tabossi - Municipalidad,2mm
2011-01-28,Viale - Comisaría,5mm
2011-01-28,Villa Fontana - Comisaría,1mm
