fecha,Estación,Precipitación
2011-03-16,Bella Unión - Destacamento,---mm
2011-03-16,Chajarí - Ciudad,---mm
2011-03-16,El Cerrito - Puesto Caminero,---mm
2011-03-16,Federación - Corralón Municipal,---mm
2011-03-16,Los Conquistadores,---mm
2011-03-16,Mandisoví,---mm
2011-03-16,San Jaime - Puesto Caminero,---mm
2011-03-16,San Ramón - Comisaría Nº 20,---mm
2011-03-16,Santa Ana - Comisaría,---mm
2011-03-16,Sta. María de Tatutí - Comisaría Nº 22,---mm
2011-03-17,Bella Unión - Destacamento,---mm
2011-03-17,Chajarí - Ciudad,5mm
2011-03-17,El Cerrito - Puesto Caminero,---mm
2011-03-17,Federación - Corralón Municipal,5mm
2011-03-17,Los Conquistadores,6mm
2011-03-17,Mandisoví,5mm
2011-03-17,San Jaime - Puesto Caminero,---mm
2011-03-17,San Ramón - Comisaría Nº 20,8mm
2011-03-17,Santa Ana - Comisaría,4mm
2011-03-17,Sta. María de Tatutí - Comisaría Nº 22,---mm
2011-03-23,Bella Unión - Destacamento,---mm
2011-03-23,Chajarí - Ciudad,3mm
2011-03-23,El Cerrito - Puesto Caminero,2mm
2011-03-23,Federación - Corralón Municipal,3mm
2011-03-23,Los Conquistadores,---mm
2011-03-23,Mandisoví,1mm
2011-03-23,San Jaime - Puesto Caminero,---mm
2011-03-23,San Ramón - Comisaría Nº 20,1mm
2011-03-23,Santa Ana - Comisaría,2mm
2011-03-23,Sta. María de Tatutí - Comisaría Nº 22,---mm
2011-03-24,Bella Unión - Destacamento,---mm
2011-03-24,Chajarí - Ciudad,10mm
2011-03-24,El Cerrito - Puesto Caminero,10mm
2011-03-24,Federación - Corralón Municipal,48mm
2011-03-24,Los Conquistadores,23mm
2011-03-24,Mandisoví,10mm
2011-03-24,San Jaime - Puesto Caminero,15mm
2011-03-24,San Ramón - Comisaría Nº 20,21mm
2011-03-24,Santa Ana - Comisaría,30mm
2011-03-24,Sta. María de Tatutí - Comisaría Nº 22,8mm
2011-03-26,Bella Unión - Destacamento,---mm
2011-03-26,Chajarí - Ciudad,---mm
2011-03-26,El Cerrito - Puesto Caminero,---mm
2011-03-26,Federación - Corralón Municipal,---mm
2011-03-26,Los Conquistadores,---mm
2011-03-26,Mandisoví,---mm
2011-03-26,San Jaime - Puesto Caminero,---mm
2011-03-26,San Ramón - Comisaría Nº 20,---mm
2011-03-26,Santa Ana - Comisaría,---mm
2011-03-26,Sta. María de Tatutí - Comisaría Nº 22,---mm
2011-04-02,Bella Unión - Destacamento,---mm
2011-04-02,Chajarí - Ciudad,---mm
2011-04-02,El Cerrito - Puesto Caminero,---mm
2011-04-02,Federación - Corralón Municipal,---mm
2011-04-02,Los Conquistadores,---mm
2011-04-02,Mandisoví,---mm
2011-04-02,San Jaime - Puesto Caminero,---mm
2011-04-02,San Ramón - Comisaría Nº 20,---mm
2011-04-02,Santa Ana - Comisaría,---mm
2011-04-02,Sta. María de Tatutí - Comisaría Nº 22,---mm
2011-04-03,Bella Unión - Destacamento,---mm
2011-04-03,Chajarí - Ciudad,---mm
2011-04-03,El Cerrito - Puesto Caminero,---mm
2011-04-03,Federación - Corralón Municipal,---mm
2011-04-03,Los Conquistadores,---mm
2011-04-03,Mandisoví,---mm
2011-04-03,San Jaime - Puesto Caminero,---mm
2011-04-03,San Ramón - Comisaría Nº 20,---mm
2011-04-03,Santa Ana - Comisaría,---mm
2011-04-03,Sta. María de Tatutí - Comisaría Nº 22,---mm
2011-04-13,Bella Unión - Destacamento,---mm
2011-04-13,Chajarí - Ciudad,---mm
2011-04-13,El Cerrito - Puesto Caminero,---mm
2011-04-13,Federación - Corralón Municipal,---mm
2011-04-13,Los Conquistadores,---mm
2011-04-13,Mandisoví,---mm
2011-04-13,San Jaime - Puesto Caminero,---mm
2011-04-13,San Ramón - Comisaría Nº 20,---mm
2011-04-13,Santa Ana - Comisaría,---mm
2011-04-13,Sta. María de Tatutí - Comisaría Nº 22,---mm
2011-04-14,Bella Unión - Destacamento,---mm
2011-04-14,Chajarí - Ciudad,---mm
2011-04-14,El Cerrito - Puesto Caminero,---mm
2011-04-14,Federación - Corralón Municipal,---mm
2011-04-14,Los Conquistadores,---mm
2011-04-14,Mandisoví,---mm
2011-04-14,San Jaime - Puesto Caminero,---mm
2011-04-14,San Ramón - Comisaría Nº 20,---mm
2011-04-14,Santa Ana - Comisaría,---mm
2011-04-14,Sta. María de Tatutí - Comisaría Nº 22,---mm
2011-04-15,Bella Unión - Destacamento,---mm
2011-04-15,Chajarí - Ciudad,---mm
2011-04-15,El Cerrito - Puesto Caminero,---mm
2011-04-15,Federación - Corralón Municipal,---mm
2011-04-15,Los Conquistadores,---mm
2011-04-15,Mandisoví,---mm
2011-04-15,San Jaime - Puesto Caminero,---mm
2011-04-15,San Ramón - Comisaría Nº 20,---mm
2011-04-15,Santa Ana - Comisaría,---mm
