fecha,Estación,Precipitación
2011-05-22,Puerto Ruiz - Comisaría,---mm
2011-05-24,3º Distrito - Aldea Asunción,40mm
2011-05-24,6º Distrito - Comisaría Nº 17 (3 Boc.),38mm
2011-05-24,7º Distrito - Comisaría Nº 28,---mm
2011-05-24,8º Distrito - Comisaría Nº 27,38mm
2011-05-24,Gral. Galarza - Comisaría,30mm
2011-05-24,Gualeguay Ciudad - Bomberos Voluntarios,40mm
2011-05-24,Lazo - Comisaría,---mm
2011-05-24,Puerto Ruiz - Comisaría,---mm
2011-05-25,3º Distrito - Aldea Asunción,---mm
2011-05-25,6º Distrito - Comisaría Nº 17 (3 Boc.),---mm
2011-05-25,7º Distrito - Comisaría Nº 28,---mm
2011-05-25,8º Distrito - Comisaría Nº 27,---mm
2011-05-25,Gral. Galarza - Comisaría,---mm
2011-05-25,Gualeguay Ciudad - Bomberos Voluntarios,---mm
2011-05-25,Lazo - Comisaría,---mm
2011-05-25,Puerto Ruiz - Comisaría,---mm
2011-06-06,3º Distrito - Aldea Asunción,25mm
2011-06-06,6º Distrito - Comisaría Nº 17 (3 Boc.),20mm
2011-06-06,7º Distrito - Comisaría Nº 28,19mm
2011-06-06,8º Distrito - Comisaría Nº 27,15mm
2011-06-06,Gral. Galarza - Comisaría,19mm
2011-06-06,Gualeguay Ciudad - Bomberos Voluntarios,7mm
2011-06-06,Lazo - Comisaría,---mm
2011-06-06,Puerto Ruiz - Comisaría,---mm
2011-06-15,3º Distrito - Aldea Asunción,---mm
2011-06-15,6º Distrito - Comisaría Nº 17 (3 Boc.),---mm
2011-06-15,7º Distrito - Comisaría Nº 28,---mm
2011-06-15,8º Distrito - Comisaría Nº 27,---mm
2011-06-15,Gral. Galarza - Comisaría,---mm
2011-06-15,Gualeguay Ciudad - Bomberos Voluntarios,---mm
2011-06-15,Lazo - Comisaría,---mm
